,budget,id,popularity,production_companies,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,genres_list,Countries,release_year,language
1747,8000000,15927,9.548391,3,27187653,163.0,['English'],1,A Passage to India,6.9,67,"['Drama', 'Adventure', 'History']",2,1984,en
1748,15000000,1259,12.576381,6,49469904,92.0,"['English', 'Fran']",1,Notes on a Scandal,6.9,235,"['Drama', 'Romance']",1,2006,en
1749,27500000,5125,12.741073,2,24748670,120.0,['English'],1,Rendition,6.2,205,"['Drama', 'Thriller']",1,2007,en
1750,27000000,174,16.188572,1,96900000,113.0,['English'],1,Star Trek VI: The Undiscovered Country,6.7,413,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1,1991,en
1751,27000000,9583,5.576937,2,0,116.0,['English'],1,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,"['Comedy', 'Drama', 'Romance']",1,2002,en
1752,27000000,9437,18.913,2,60527873,115.0,['English'],1,Kiss the Girls,6.2,345,"['Drama', 'Mystery', 'Thriller', 'Crime']",1,1997,en
1753,27000000,525,44.714264,1,115229890,133.0,['English'],1,The Blues Brothers,7.5,1065,"['Music', 'Comedy', 'Action', 'Crime']",1,1980,en
1754,27000000,10188,11.870301,0,44352417,117.0,['English'],1,The Sisterhood of the Traveling Pants 2,6.0,238,"['Adventure', 'Comedy', 'Drama', 'Family']",1,2008,en
1755,0,63574,5.753705,3,0,117.0,['English'],1,Joyful Noise,6.7,33,"['Comedy', 'Music']",1,2012,en
1756,27000000,245,28.227984,1,129000000,101.0,['English'],1,About a Boy,6.6,607,"['Drama', 'Comedy', 'Romance']",2,2002,en
1757,27000000,9825,11.678561,2,56870414,82.0,['English'],1,Lake Placid,5.5,247,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",1,1999,en
1758,27000000,186,36.921445,5,56308881,110.0,['English'],1,Lucky Number Slevin,7.4,1323,"['Drama', 'Thriller', 'Crime', 'Mystery']",2,2006,en
1759,27000000,9549,17.567332,1,21500000,193.0,"['English', 'P']",1,The Right Stuff,7.3,235,"['Drama', 'History']",1,1983,en
1760,30000000,61891,16.698316,2,15395087,130.0,['English'],1,Anonymous,6.3,288,"['Drama', 'History', 'Thriller']",2,2011,en
1761,27000000,34584,47.862016,4,20158808,102.0,['English'],1,The Neverending Story,7.0,1002,"['Drama', 'Family', 'Fantasy', 'Adventure']",2,1984,en
1762,27000000,2666,39.324831,2,27200316,100.0,['English'],1,Dark City,7.2,828,"['Mystery', 'Science Fiction']",2,1998,en
1763,0,12783,18.591657,5,0,110.0,['English'],1,The Duchess,6.7,396,"['Drama', 'History', 'Romance']",1,2008,en
1764,25000000,13155,5.650125,1,11137801,109.0,['English'],1,Return to Oz,6.7,120,"['Adventure', 'Family', 'Fantasy']",2,1985,en
1765,27000000,42807,3.123583,2,76000000,113.0,['English'],1,The Newton Boys,5.9,44,"['Crime', 'Action', 'Drama']",1,1998,en
1766,27000000,28355,23.917982,3,29000000,109.0,['English'],1,Case 39,6.1,563,"['Horror', 'Mystery', 'Thriller']",2,2009,en
1767,27000000,8080,8.715822,3,13000000,99.0,['English'],1,Suspect Zero,5.5,98,"['Crime', 'Thriller']",3,2004,en
1768,0,5126,5.737161,1,0,106.0,['English'],1,Martian Child,6.8,79,['Drama'],1,2007,en
1769,27000000,56288,14.788073,1,85564310,89.0,['English'],1,Spy Kids: All the Time in the World,4.4,222,"['Family', 'Comedy', 'Action']",1,2011,en
1770,27000000,303858,38.279458,5,93282604,98.0,['English'],1,Money Monster,6.5,1068,['Thriller'],1,2016,en
1771,28,1613,9.670031,7,14,93.0,['English'],1,The 51st State,5.9,173,"['Thriller', 'Action', 'Comedy', 'Crime']",2,2001,en
1772,0,31582,5.271559,0,4488529,112.0,['English'],1,Flawless,5.9,56,"['Comedy', 'Drama']",1,1999,en
1773,27000000,16617,17.193659,6,21148829,106.0,['English'],1,Mindhunters,6.3,333,"['Mystery', 'Thriller', 'Crime']",4,2004,en
1774,25000000,8944,8.31653,3,6673422,104.0,"['Fran', 'English']",1,What Just Happened,5.2,127,"['Comedy', 'Drama']",1,2008,en
1775,0,41488,2.653988,8,0,120.0,"['Fran', 'Deutsch', 'English', 'Italiano', 'Latin']",1,The Statement,5.9,23,"['Drama', 'Thriller']",3,2003,en
1776,0,37028,0.548435,1,0,133.0,['English'],1,The Magic Flute,6.9,6,"['Comedy', 'Drama', 'Music']",1,2006,en
1777,26000000,14560,31.250383,4,183293131,91.0,['English'],1,Paul Blart: Mall Cop,5.2,788,"['Action', 'Adventure', 'Comedy', 'Family']",1,2009,en
1778,26000000,10330,24.345651,3,110230332,97.0,['English'],1,Freaky Friday,6.0,879,['Comedy'],1,2003,en
1779,26000000,6957,38.473732,2,109449237,116.0,"['English', 'Espa']",1,The 40 Year Old Virgin,6.2,1983,"['Comedy', 'Romance']",1,2005,en
1780,25000000,1934,31.792964,3,289317794,122.0,['English'],1,Shakespeare in Love,6.8,796,"['Romance', 'History']",1,1998,en
1781,28000000,169917,61.309619,6,53181600,113.0,['English'],1,A Walk Among the Tombstones,6.2,1131,"['Crime', 'Drama', 'Mystery', 'Thriller']",1,2014,en
1782,15000000,951,5.411154,2,201957688,111.0,"['English', 'Espa']",1,Kindergarten Cop,5.8,628,['Comedy'],1,1990,en
1783,27000000,10189,41.832392,2,101624843,111.0,['English'],1,Pineapple Express,6.6,1148,"['Action', 'Comedy']",1,2008,en
1784,26000000,9454,21.988861,1,65705772,121.0,['English'],1,EverAfter,6.8,399,"['Drama', 'Romance', 'Comedy']",1,1998,en
1785,22000000,2055,19.068175,4,68296293,139.0,['English'],1,Open Range,7.0,262,['Western'],1,2003,en
1786,26000000,1551,24.114459,2,61489265,115.0,"['English', 'Fran', 'Espa']",1,Flatliners,6.3,404,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",1,1990,en
1787,22000000,5902,20.256571,1,50750000,175.0,"['English', 'Nederlands', 'Polski', 'Deutsch', 'Latin']",1,A Bridge Too Far,6.9,207,"['Drama', 'History', 'War']",2,1977,en
1788,26000000,11460,8.802626,2,57891803,85.0,"['English', 'P']",1,Red Eye,6.2,455,"['Horror', 'Thriller']",1,2005,en
1789,26000000,9358,37.355826,1,90426405,90.0,['English'],1,Final Destination 2,5.9,1023,"['Horror', 'Mystery']",1,2003,en
1790,26000000,134,39.742009,5,71868327,106.0,['English'],1,"O Brother, Where Art Thou?",7.3,1112,"['Action', 'Adventure', 'Comedy']",3,2000,en
1791,26000000,22894,30.981604,1,67918658,100.0,['English'],1,Legion,5.2,629,['Horror'],1,2010,en
1792,25000000,134374,31.893932,2,86175291,130.0,['English'],1,Pain & Gain,6.1,1573,"['Thriller', 'Crime', 'Action']",1,2013,en
1793,0,1901,15.376391,1,0,109.0,"['English', 'Italiano']",1,In Good Company,5.9,194,"['Comedy', 'Drama', 'Romance']",1,2004,en
1794,26000000,15028,5.894163,3,38793283,94.0,['English'],1,Clockstoppers,4.9,89,"['Adventure', 'Family', 'Science Fiction', 'Thriller']",1,2002,en
1795,26000000,11509,10.981038,1,0,127.0,['English'],1,Silverado,7.1,146,"['Action', 'Crime', 'Drama', 'Western']",1,1985,en
1796,26000000,7445,22.07638,4,43318349,104.0,"['English', 'Fran']",1,Brothers,6.8,633,"['Drama', 'Thriller', 'War']",1,2009,en
1797,26000000,17047,10.925618,4,28818995,100.0,['English'],1,Agent Cody Banks 2: Destination London,5.2,144,['Comedy'],1,2004,en
1798,56000000,62838,21.219292,1,142044638,118.0,['English'],1,New Year's Eve,5.7,718,"['Comedy', 'Romance']",1,2011,en
1799,42000000,2057,14.831402,0,35402320,118.0,"['English', 'Deutsch', 'Latin', 'Espa']",1,Original Sin,5.8,198,"['Drama', 'Thriller', 'Mystery', 'Romance']",2,2001,en
1800,26000000,70436,22.520842,1,29657751,111.0,['English'],1,The Raven,6.1,426,"['Crime', 'Thriller', 'Mystery']",4,2012,en
1801,30000000,16784,3.314094,3,14000000,110.0,['English'],1,Welcome to Mooseport,4.8,54,['Comedy'],2,2004,en
1802,26000000,8011,7.964451,2,36800000,99.0,['English'],1,Highlander III: The Sorcerer,4.5,110,"['Action', 'Fantasy', 'Science Fiction']",3,1994,en
1803,26000000,31640,1.492056,3,0,101.0,['English'],1,Blood and Wine,5.5,34,"['Crime', 'Drama', 'Thriller']",2,1996,en
1804,26000000,9092,4.810621,2,0,100.0,['English'],1,Snow White: A Tale of Terror,6.0,62,"['Fantasy', 'Horror']",1,1997,en
1805,0,2779,9.317265,2,0,103.0,"['English', 'Polski']",1,The Curse of the Jade Scorpion,6.5,165,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",2,2001,en
1806,26000000,316002,5.644844,0,0,100.0,['English'],1,Accidental Love,3.9,95,"['Romance', 'Comedy']",1,2015,en
1807,25530000,36355,4.475007,3,20080020,95.0,['English'],1,Flipper,5.3,84,"['Adventure', 'Family']",1,1996,en
1808,26000000,238615,66.097437,2,30523226,116.0,['English'],1,Self/less,6.3,1091,"['Science Fiction', 'Mystery', 'Thriller']",1,2015,en
1809,25000000,1985,20.679652,7,82466670,129.0,"['Deutsch', 'English', 'Italiano', 'Kiswahili']",1,The Constant Gardener,6.8,417,"['Drama', 'Mystery', 'Thriller']",4,2005,en
1810,30000000,615,38.171417,2,611899420,127.0,['Latin'],1,The Passion of the Christ,6.9,864,['Drama'],1,2004,en
1811,25000000,788,30.884535,2,441286195,125.0,['English'],1,Mrs. Doubtfire,7.0,1591,"['Comedy', 'Drama', 'Family']",1,1993,en
1812,25000000,380,49.510658,1,412800000,133.0,"['Italiano', 'English']",1,Rain Man,7.6,1709,['Drama'],1,1988,en
1813,33000000,13223,50.7453,6,269958228,116.0,['English'],1,Gran Torino,7.8,3086,['Drama'],2,2008,en
1814,25100000,10523,10.445391,3,29506464,131.0,"['Espa', 'English']",1,W.,6.1,143,"['Drama', 'History']",1,2008,en
1815,25000000,8681,80.879032,6,226830568,93.0,"['English', 'Fran', 'shqip']",1,Taken,7.2,4369,"['Action', 'Thriller']",3,2008,en
1816,26000000,239571,33.93914,1,35926213,117.0,['English'],1,The Best of Me,7.2,765,"['Drama', 'Romance']",1,2014,en
1817,25000000,619,26.576385,2,411006740,129.0,['English'],1,The Bodyguard,6.1,661,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",1,1992,en
1818,22000000,424,104.469351,2,321365567,195.0,"['Deutsch', 'Polski', 'English']",1,Schindler's List,8.3,4329,"['Drama', 'History', 'War']",1,1993,en
1819,25000000,50014,42.191509,5,124272124,146.0,['English'],1,The Help,7.8,1910,['Drama'],3,2011,en
1820,28000000,162903,20.267062,5,8555008,128.0,['English'],1,The Fifth Estate,5.7,364,"['Drama', 'Thriller']",2,2013,en
1821,0,11024,22.644275,1,181466833,93.0,['English'],1,Scooby-Doo 2: Monsters Unleashed,5.4,500,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']",1,2004,en
1822,26000000,208763,7.182761,1,0,127.0,"['English', 'P']",1,Viy,4.9,71,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']",3,2014,ru
1823,30000000,6466,26.69592,6,114908830,97.0,['English'],1,Freddy vs. Jason,5.8,594,['Horror'],3,2003,en
1824,0,254024,7.336256,6,0,100.0,"['English', 'Fran']",1,The Face of an Angel,4.7,64,"['Thriller', 'Drama']",3,2014,en
1825,25000000,12589,12.739721,3,80936232,83.0,['English'],1,Jimmy Neutron: Boy Genius,5.6,231,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",1,2001,en
1826,25000000,7191,46.942396,2,170764026,85.0,"['P', 'English']",1,Cloverfield,6.4,2251,"['Action', 'Thriller', 'Science Fiction']",1,2008,en
1827,25000000,1497,15.505137,2,78000000,88.0,['English'],1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",2,1991,en
1828,25000000,117,38.272889,1,76270454,119.0,['English'],1,The Untouchables,7.6,1384,"['Crime', 'Drama', 'History', 'Thriller']",1,1987,en
1829,25000000,6977,53.645267,4,171600000,122.0,"['English', 'Espa']",1,No Country for Old Men,7.7,3003,"['Crime', 'Drama', 'Thriller']",1,2007,en
1830,25000000,168530,28.468,4,153997819,99.0,['English'],1,Ride Along,6.1,853,"['Action', 'Comedy']",1,2014,en
1831,25000000,634,35.310712,5,281929795,97.0,['English'],1,Bridget Jones's Diary,6.5,1356,"['Comedy', 'Romance', 'Drama']",4,2001,en
1832,25000000,392,28.727731,3,152500343,121.0,"['English', 'Fran']",1,Chocolat,6.8,951,"['Comedy', 'Drama', 'Romance']",2,2000,en
1833,45000000,10327,4.340616,2,124914842,95.0,['English'],1,"Legally Blonde 2: Red, White & Blonde",5.1,377,['Comedy'],1,2003,en
1834,25000000,88042,14.604911,6,119772232,104.0,['English'],1,Parental Guidance,5.7,210,['Comedy'],1,2012,en
1835,25000000,41630,38.688822,3,147780440,107.0,['English'],1,No Strings Attached,6.1,1331,"['Comedy', 'Romance']",1,2011,en
1836,25000000,11969,30.537845,2,56505065,130.0,"['English', 'Latin', 'Espa']",1,Tombstone,7.4,626,"['Action', 'Adventure', 'Drama', 'History', 'Western']",1,1993,en
1837,25000000,2085,19.750059,1,91036760,115.0,['English'],1,Romeo Must Die,6.0,330,"['Action', 'Crime', 'Thriller']",1,2000,en
1838,2800000,794,25.939385,2,60922980,111.0,"['English', 'Italiano', 'Latin']",1,The Omen,7.2,476,"['Horror', 'Thriller']",2,1976,en
1839,25000000,9286,31.64341,4,117719158,93.0,['English'],1,Final Destination 3,5.8,974,"['Horror', 'Mystery']",3,2006,en
1840,25000000,77877,26.811541,3,99357138,101.0,['English'],1,The Lucky One,6.8,946,"['Drama', 'Romance']",1,2012,en
1841,60000000,1265,40.646102,2,137587063,96.0,['English'],1,Bridge to Terabithia,7.0,1113,"['Adventure', 'Drama', 'Family']",1,2007,en
1842,25000000,866,34.160448,2,116766556,106.0,['English'],1,Finding Neverland,7.2,1223,['Drama'],2,2004,en
1843,0,175555,5.377155,1,0,100.0,['English'],1,A Madea Christmas,7.0,35,"['Comedy', 'Drama']",1,2013,en
1844,25000000,75174,48.552871,5,77278331,117.0,['English'],1,The Grey,6.4,1451,"['Action', 'Drama', 'Thriller']",2,2012,en
1845,25000000,11096,18.228538,3,122644820,101.0,['English'],1,Hide and Seek,6.1,440,"['Horror', 'Mystery', 'Thriller']",1,2005,en
1846,26000000,8699,29.342744,1,90574188,94.0,['English'],1,Anchorman: The Legend of Ron Burgundy,6.7,1493,['Comedy'],1,2004,en
1847,25000000,769,63.654244,1,46836394,145.0,"['Italiano', 'English']",1,GoodFellas,8.2,3128,"['Drama', 'Crime']",1,1990,en
1848,28000000,10923,11.859396,4,58795814,102.0,['English'],1,Agent Cody Banks,5.0,284,['Action'],2,2003,en
1849,25000000,11283,24.356483,5,122489822,97.0,['English'],1,Nanny McPhee,6.4,711,"['Fantasy', 'Comedy', 'Family']",3,2005,en
1850,25000000,111,70.105981,1,65884703,170.0,"['English', 'Espa']",1,Scarface,8.0,2948,"['Action', 'Crime', 'Drama', 'Thriller']",1,1983,en
1851,25000000,11676,8.618208,1,0,97.0,['English'],1,Nothing to Lose,6.3,174,"['Action', 'Adventure', 'Comedy']",1,1997,en
1852,23000000,746,21.189028,6,43984230,163.0,"['English', 'P']",1,The Last Emperor,7.4,355,"['Drama', 'History']",4,1987,en
1853,25000000,77866,31.364901,9,63100000,109.0,['English'],1,Contraband,6.1,770,"['Thriller', 'Action', 'Drama', 'Crime']",3,2012,en
1854,0,9416,7.615653,1,0,97.0,['English'],1,Money Talks,5.9,87,"['Action', 'Adventure', 'Comedy']",1,1997,en
1855,25000000,7345,37.817905,3,77208711,158.0,['English'],1,There Will Be Blood,7.9,1537,['Drama'],1,2007,en
1856,35000000,14317,5.784661,3,0,85.0,"['English', 'Italiano']",1,The Wild Thornberrys Movie,5.8,44,"['Animation', 'Adventure', 'Family']",1,2002,en
1857,0,20694,8.255708,2,0,84.0,['English'],1,Rugrats Go Wild,5.6,61,"['Animation', 'Family']",1,2003,en
1858,25000000,12277,6.086083,1,41604473,86.0,['English'],1,Undercover Brother,5.5,112,"['Action', 'Comedy']",1,2002,en
1859,25000000,9779,17.17372,3,39053061,119.0,"['English', 'Espa']",1,The Sisterhood of the Traveling Pants,6.3,386,"['Drama', 'Comedy']",1,2005,en
1860,25000000,2140,16.936576,4,64437847,98.0,"['English', 'Fran']",1,Kiss of the Dragon,6.4,298,"['Action', 'Crime', 'Thriller']",2,2001,en
1861,25000000,12620,25.838073,4,70442940,97.0,['English'],1,The House Bunny,5.6,529,"['Romance', 'Comedy']",1,2008,en
1862,25000000,14177,5.625632,0,36351350,105.0,['English'],1,Beauty Shop,5.4,115,"['Comedy', 'Romance']",1,2005,en
1863,25000000,198185,17.312433,1,38307627,124.0,['English'],1,Million Dollar Arm,6.6,259,['Drama'],1,2014,en
1864,25000000,227156,53.811461,4,66980456,94.0,['English'],1,The Giver,6.4,1798,"['Drama', 'Science Fiction']",1,2014,en
1865,0,10735,7.057765,5,0,105.0,['English'],1,What a Girl Wants,5.8,368,['Comedy'],1,2003,en
1866,17000000,11351,19.045146,4,63102666,104.0,['English'],1,Jeepers Creepers 2,5.5,299,"['Horror', 'Thriller']",1,2003,en
1867,25000000,10030,21.729434,2,59192128,101.0,['English'],1,Good Luck Chuck,5.5,444,"['Comedy', 'Drama', 'Romance']",2,2007,en
1868,25000000,10623,12.837116,1,56489558,101.0,"['English', 'P']",1,Cradle 2 the Grave,5.8,236,"['Action', 'Crime', 'Drama']",1,2003,en
1869,25000000,590,20.953265,3,41597830,114.0,['English'],1,The Hours,7.0,451,['Drama'],1,2002,en
1870,20000000,9655,10.81439,2,33889159,105.0,['English'],1,She's the Man,6.4,671,"['Comedy', 'Drama', 'Family', 'Romance']",1,2006,en
1871,25000000,1268,27.683874,2,229736344,90.0,['English'],1,Mr. Bean's Holiday,6.1,663,"['Family', 'Comedy']",3,2007,en
1872,20000000,11237,9.855474,2,70992898,97.0,"['English', 'P']",1,Anacondas: The Hunt for the Blood Orchid,4.9,199,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']",1,2004,en
1873,25500000,190955,12.756344,7,2415472,128.0,"['Espa', 'English', 'Italiano']",1,Blood Ties,6.0,171,"['Thriller', 'Crime', 'Drama']",2,2013,en
1874,25000000,5123,29.533437,2,66122026,114.0,['English'],1,August Rush,7.1,797,['Drama'],1,2007,en
1875,30000000,4518,14.179538,3,82150642,124.0,"['Fran', 'English']",1,Elizabeth,7.1,334,"['Drama', 'History']",1,1998,en
1876,25000000,11932,14.340095,1,50671850,89.0,['English'],1,Bride of Chucky,5.5,350,"['Horror', 'Comedy']",2,1998,en
1877,25485000,11165,9.795985,1,29548291,144.0,['English'],1,Tora! Tora! Tora!,6.9,147,"['History', 'Action', 'Drama', 'Adventure', 'War']",2,1970,en
1878,25000000,6116,6.889437,1,100000000,93.0,['English'],1,Spice World,4.7,123,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",1,1997,en
1879,25000000,57431,19.428994,3,34942188,81.0,['English'],1,The Sitter,5.4,325,['Comedy'],1,2011,en
1880,0,21724,7.326034,2,0,83.0,['English'],1,Dance Flick,4.7,71,"['Action', 'Comedy', 'Music']",1,2009,en
1881,25000000,278,136.747729,1,28341469,142.0,['English'],1,The Shawshank Redemption,8.5,8205,"['Drama', 'Crime']",1,1994,en
1882,21150000,9290,6.081772,3,39438674,92.0,['English'],1,Crocodile Dundee in Los Angeles,4.7,146,"['Adventure', 'Comedy']",2,2001,en
1883,27000000,11543,17.329269,1,25023434,113.0,['English'],1,Kingpin,6.7,244,['Comedy'],1,1996,en
1884,25000000,284536,22.622453,3,39171130,111.0,['English'],1,The Gambler,5.7,543,"['Thriller', 'Crime', 'Drama']",1,2014,en
1885,25000000,152737,20.561682,2,74188937,121.0,['English'],1,August: Osage County,6.9,483,"['Comedy', 'Drama']",1,2013,en
1886,25000000,13374,13.288177,3,27645491,98.0,['English'],1,Ice Princess,5.9,185,"['Drama', 'Comedy', 'Family']",2,2005,en
1887,30000000,8976,19.212552,4,42886719,107.0,['English'],1,A Lot Like Love,6.5,318,['Comedy'],1,2005,en
1888,23000000,319888,29.365851,4,46152800,106.0,"['English', 'Deutsch', 'Norsk']",1,Eddie the Eagle,7.2,661,"['Comedy', 'Drama', 'History']",3,2016,en
1889,25000000,9469,10.232599,1,21567853,136.0,['English'],1,He Got Game,6.7,134,['Drama'],1,1998,en
1890,25000000,1909,8.870614,2,22200000,97.0,['English'],1,Don Juan DeMarco,6.2,183,"['Romance', 'Drama', 'Comedy']",1,1994,en
1891,25000000,22971,19.402816,1,114977104,115.0,['English'],1,Dear John,6.6,1262,"['Drama', 'Romance', 'War']",1,2010,en
1892,25000000,34813,24.903418,4,23580000,97.0,['English'],1,The Losers,6.2,515,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",1,2010,en
1893,25000000,46261,14.562197,5,36993168,99.0,['English'],1,Don't Be Afraid of the Dark,5.4,341,"['Fantasy', 'Horror', 'Thriller']",3,2010,en
1894,25000000,10431,18.896239,6,40452643,103.0,['English'],1,War,6.0,414,"['Action', 'Thriller', 'Crime']",2,2007,en
1895,25000000,8051,15.960916,3,17000000,95.0,['English'],1,Punch-Drunk Love,6.9,530,"['Comedy', 'Drama', 'Romance']",1,2002,en
1896,25000000,9352,25.848003,3,20796847,93.0,"['English', 'Fran', 'Italiano', 'Deutsch']",1,EuroTrip,6.5,656,['Comedy'],1,2004,en
1897,13000000,10167,6.337063,2,0,98.0,['English'],1,Half Past Dead,4.6,82,"['Crime', 'Action', 'Thriller']",2,2002,en
1898,26000000,18147,10.006282,0,0,90.0,['English'],1,Unaccompanied Minors,5.4,66,"['Comedy', 'Family']",0,2006,en
1899,0,17170,2.753501,4,0,107.0,['English'],1,"Bright Lights, Big City",4.7,28,['Drama'],2,1988,en
1900,0,18975,6.718497,2,0,90.0,"['English', 'Italiano']",1,The Adventures of Pinocchio,5.0,54,"['Animation', 'Family', 'Fantasy']",5,1996,en
1901,25000000,15487,7.538513,1,15431177,120.0,['English'],1,The Greatest Game Ever Played,6.9,110,"['Drama', 'Family']",1,2005,en
1902,30000000,22825,21.606001,4,33333531,115.0,['English'],1,The Box,5.4,597,"['Thriller', 'Science Fiction']",1,2009,en
1903,8000000,11152,13.715715,5,0,91.0,"['English', 'Polski', 'P']",1,The Ruins,5.6,265,"['Drama', 'Horror']",3,2008,en
1904,25000000,1831,3.707511,2,24362772,108.0,"['Fran', 'English']",1,The Next Best Thing,4.3,29,['Comedy'],1,2000,en
1905,25000000,43931,7.001176,2,19829957,107.0,['English'],1,My Soul to Take,5.2,147,"['Drama', 'Horror', 'Mystery', 'Thriller']",1,2010,en
1906,25000000,10591,39.784026,4,30411183,108.0,['English'],1,The Girl Next Door,6.3,824,['Comedy'],1,2004,en
1907,25000000,10861,10.115011,1,51702483,100.0,['English'],1,Maximum Risk,5.2,101,"['Action', 'Adventure', 'Thriller']",1,1996,en
1908,0,12770,7.321181,3,0,85.0,['English'],1,Stealing Harvard,4.4,46,"['Action', 'Comedy', 'Drama']",1,2002,en
1909,25000000,276907,32.854557,2,42972994,131.0,['English'],1,Legend,6.7,973,"['Crime', 'Thriller']",3,2015,en
1910,0,10074,6.309587,1,14334401,88.0,['English'],1,Hot Rod,6.3,313,"['Action', 'Comedy']",1,2007,en
1911,28000000,65055,8.363702,1,10126458,91.0,"['English', 'Portugu']",1,Shark Night,4.9,132,"['Horror', 'Thriller']",1,2011,en
1912,25,10397,4.88794,2,13,145.0,['English'],1,Angela's Ashes,7.0,59,['Drama'],2,1999,en
1913,25000000,200505,14.17009,2,28831145,109.0,['English'],1,Draft Day,6.5,304,['Drama'],1,2014,en
1914,25000000,11954,12.18362,2,0,116.0,"['English', 'Espa']",1,Lifeforce,6.2,135,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",1,1985,en
1915,25000000,60309,9.169271,2,15478800,122.0,['English'],1,The Conspirator,6.2,137,"['Crime', 'Drama', 'History']",1,2010,en
1916,25000000,9787,8.127728,2,13411957,107.0,"['English', 'Espa']",1,Lords of Dogtown,7.0,210,['Drama'],2,2005,en
1917,25000000,293646,10.699952,4,24902723,120.0,"['Espa', 'English']",1,The 33,6.0,378,"['Drama', 'History']",2,2015,en
1918,25000000,6978,29.796394,2,11000000,99.0,['English'],1,Big Trouble in Little China,7.1,705,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1,1986,en
1919,0,133698,11.60921,1,0,104.0,"['Fran', 'Italiano', 'Polski']",1,Un Plan parfait,5.6,194,"['Comedy', 'Romance']",1,2012,fr
1920,25000000,59440,51.915025,4,23057115,140.0,['English'],1,Warrior,7.7,1272,"['Action', 'Drama']",1,2011,en
1921,28000000,1770,8.314624,1,16900000,132.0,['English'],1,Michael Collins,6.7,97,"['Drama', 'Thriller']",2,1996,en
1922,0,10655,5.529035,1,25000000,254.0,['English'],1,Gettysburg,6.6,90,"['War', 'Drama', 'History']",1,1993,en
1923,25000000,8988,4.002579,4,11207130,113.0,['English'],1,Stop-Loss,6.1,82,"['Drama', 'War']",1,2008,en
1924,25000000,15992,3.888776,3,10719357,99.0,"['Italiano', 'English']",1,Abandon,4.6,45,"['Drama', 'Mystery', 'Thriller']",2,2002,en
1925,25000000,17707,7.296459,3,13000000,100.0,['English'],1,Brokedown Palace,6.2,111,"['Drama', 'Thriller']",1,1999,en
1926,14000000,77883,21.680424,2,85446075,92.0,['English'],1,The Possession,5.8,498,"['Horror', 'Thriller']",2,2012,en
1927,25000000,40001,7.946769,1,10070000,105.0,['English'],1,Mrs. Winterbourne,5.3,25,"['Comedy', 'Romance', 'Drama']",1,1996,en
1928,25000000,64639,7.473455,1,10324441,110.0,['English'],1,Straw Dogs,5.5,144,"['Drama', 'Thriller']",1,2011,en
1929,25000000,9903,5.073536,4,11772461,116.0,['English'],1,The Hoax,6.4,60,"['Comedy', 'Drama']",1,2006,en
1930,0,21338,3.623002,2,0,92.0,['English'],1,Stone Cold,5.7,34,"['Action', 'Crime', 'Thriller']",1,1991,en
1931,32000000,20766,41.075532,3,27635305,111.0,['English'],1,The Road,6.8,1087,"['Adventure', 'Drama']",1,2009,en
1932,25000000,24264,4.020194,2,5778353,117.0,['English'],1,Sheena,5.0,22,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",0,1984,en
1933,0,19803,2.083856,1,0,95.0,['English'],1,Underclassman,5.5,28,"['Action', 'Comedy']",1,2005,en
1934,25000000,20309,2.909346,2,0,95.0,['English'],1,Say It Isn't So,4.8,47,"['Comedy', 'Romance']",1,2001,en
1935,25000000,9912,8.450513,4,0,127.0,"['English', 'Fran', 'P']",1,The World's Fastest Indian,7.3,166,['Drama'],4,2005,en
1936,25000000,9067,8.186936,1,4064495,98.0,['English'],1,Tank Girl,5.5,138,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",1,1995,en
1937,0,27360,5.079017,0,0,95.0,['English'],1,King's Ransom,5.1,14,"['Comedy', 'Crime']",2,2005,en
1938,25000000,8338,17.603823,11,19844979,121.0,['English'],1,Blindness,6.4,387,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",3,2008,en
1939,25000000,168705,7.008216,1,2405420,95.0,"['English', 'Portugu']",1,BloodRayne,3.5,118,"['Action', 'Adventure', 'Fantasy', 'Horror']",1,2005,en
1940,25000000,72113,20.011435,6,27603069,80.0,['English'],1,Carnage,7.0,738,"['Comedy', 'Drama']",4,2011,en
1941,25000000,9729,4.051221,1,0,107.0,['English'],1,Where the Truth Lies,5.9,66,"['Drama', 'Mystery', 'Thriller']",1,2005,en
